_id,sku_id,sku_name,department,category,subcategory,brand,usual_monthly_sales,current_stock,safety_stock,reorder_point,warehouse,lead_time_days,unit,unit_price,currency,is_active
OID00000498,SKU00498,Vim Fabric Conditioner 500ml,Home Care,Cleaning,Household,Vim,1037,4218,305,998,WH-BLR-S02,3,bottle,404,INR,True
OID00000499,SKU00499,Lizol Fabric Conditioner 500ml,Home Care,Cleaning,Household,Lizol,3570,4050,1079,1995,WH-BLR-S02,3,bottle,552,INR,True
OID00000500,SKU00500,24 Mantra Masoor Dal 1kg,Pulses,Dal,Staples,24 Mantra,1906,2871,690,1863,WH-CBE-S01,5,kg,170,INR,True
OID00000501,SKU00501,Lizol Floor Cleaner 1kg,Home Care,Cleaning,Household,Lizol,5802,4204,1930,2778,WH-HYD-S03,6,bottle,668,INR,True
OID00000502,SKU00502,Sprite Iced Tea 500g,Beverages,Soft Drinks,Cold Beverages,Sprite,5348,5772,2215,3220,WH-CHE-S04,1,bottle,438,INR,True
OID00000503,SKU00503,Bingo Banana Chips Premium,Snacks,Chips,Packaged Snacks,Bingo,1220,4968,485,1082,WH-BLR-S02,5,packet,17,INR,True
OID00000504,SKU00504,Green Basket Brinjal Family Pack,Fresh Produce,Vegetables,Vegetables,Green Basket,4159,4617,1058,1586,WH-BLR-S02,4,kg,159,INR,True
OID00000505,SKU00505,Tata Tea Mango Drink 500ml,Beverages,Soft Drinks,Cold Beverages,Tata Tea,6279,4358,2815,4283,WH-MUM-S05,9,bottle,42,INR,True
OID00000506,SKU00506,FarmPick Mango 1L,Fresh Produce,Fruits,Fresh Fruits,FarmPick,6765,3505,2633,3288,WH-CBE-S01,2,kg,238,INR,True
OID00000507,SKU00507,Lays Potato Chips 1kg,Snacks,Chips,Packaged Snacks,Lays,2696,4153,1141,2570,WH-CHE-S04,9,packet,60,INR,True
OID00000508,SKU00508,Organic Tattva Masoor Dal 1L,Pulses,Dal,Staples,Organic Tattva,1021,5377,293,1418,WH-MUM-S05,1,kg,70,INR,True
OID00000509,SKU00509,Pears Hand Wash 250ml,Personal Care,Bath & Body,Personal Care,Pears,4313,1913,1417,1838,WH-HYD-S03,6,piece,339,INR,True
OID00000510,SKU00510,Pears Bath Soap 100g,Personal Care,Bath & Body,Personal Care,Pears,5426,6175,1636,2528,WH-MUM-S05,5,piece,260,INR,True
OID00000511,SKU00511,Aashirvaad Ponni Rice Premium,Rice & Staples,Rice,Staples,Aashirvaad,1019,5503,403,1569,WH-BLR-S02,7,kg,106,INR,True
OID00000512,SKU00512,Daawat Jeera Rice 500g,Rice & Staples,Rice,Staples,Daawat,2997,2233,1018,1387,WH-MUM-S05,9,kg,220,INR,True
OID00000513,SKU00513,Heritage Lassi Premium,Dairy,Milk,Fresh Milk,Heritage,1407,3556,472,869,WH-BLR-S02,6,packet,99,INR,True
OID00000514,SKU00514,Fresh Farm Cabbage 500ml,Fresh Produce,Vegetables,Vegetables,Fresh Farm,1492,4946,589,1341,WH-CHE-S04,5,kg,133,INR,True
OID00000515,SKU00515,Sprite Energy Drink Premium,Beverages,Soft Drinks,Cold Beverages,Sprite,1174,3599,324,477,WH-MUM-S05,5,bottle,330,INR,True
OID00000516,SKU00516,Harvest Croissant 1L,Bakery,Bread,Bakery,Harvest,2191,2008,848,1683,WH-BLR-S02,9,packet,265,INR,True
OID00000517,SKU00517,Bingo Biscuits 1kg,Snacks,Chips,Packaged Snacks,Bingo,4325,2717,1491,1926,WH-CBE-S01,7,packet,17,INR,True
OID00000518,SKU00518,India Gate Raw Rice 500g,Rice & Staples,Rice,Staples,India Gate,5799,3383,2595,3113,WH-CHE-S04,10,kg,170,INR,True
OID00000519,SKU00519,Aashirvaad Chana Dal 500ml,Pulses,Dal,Staples,Aashirvaad,3616,5821,1465,2810,WH-HYD-S03,7,kg,216,INR,True
OID00000520,SKU00520,Vim Fabric Conditioner 200g,Home Care,Cleaning,Household,Vim,4602,4050,1740,1918,WH-CHE-S04,8,bottle,103,INR,True
OID00000521,SKU00521,Harvest Muffin 100g,Bakery,Bread,Bakery,Harvest,6322,4637,1630,2523,WH-BLR-S02,5,packet,250,INR,True
OID00000522,SKU00522,Paper Boat Green Tea 100g,Beverages,Soft Drinks,Cold Beverages,Paper Boat,1663,5675,556,1911,WH-MUM-S05,3,bottle,257,INR,True
OID00000523,SKU00523,Aashirvaad Masoor Dal Family Pack,Pulses,Dal,Staples,Aashirvaad,1227,5489,350,1648,WH-BLR-S02,7,kg,165,INR,True
OID00000524,SKU00524,Fresh Farm Guava 1L,Fresh Produce,Fruits,Fresh Fruits,Fresh Farm,5135,6331,2204,2717,WH-CBE-S01,5,kg,205,INR,True
OID00000525,SKU00525,Aavin Curd 200g,Dairy,Milk,Fresh Milk,Aavin,1235,3367,483,1881,WH-MUM-S05,7,packet,553,INR,True
OID00000526,SKU00526,Milky Mist Lassi 250ml,Dairy,Milk,Fresh Milk,Milky Mist,3417,5069,884,1333,WH-MUM-S05,3,packet,196,INR,True
OID00000527,SKU00527,Aavin Ghee 500g,Dairy,Milk,Fresh Milk,Aavin,2823,3075,880,1893,WH-CBE-S01,3,packet,237,INR,False
OID00000528,SKU00528,Coca-Cola Green Tea 100g,Beverages,Soft Drinks,Cold Beverages,Coca-Cola,4376,6362,1842,3055,WH-MUM-S05,8,bottle,141,INR,True
OID00000529,SKU00529,24 Mantra Chana Dal 1kg,Pulses,Dal,Staples,24 Mantra,3919,2396,1041,2370,WH-MUM-S05,5,kg,218,INR,True
OID00000530,SKU00530,Britannia Buns 500g,Bakery,Bread,Bakery,Britannia,1514,1359,395,1209,WH-CBE-S01,10,packet,177,INR,True
OID00000531,SKU00531,Fresh Farm Potato 2kg,Fresh Produce,Vegetables,Vegetables,Fresh Farm,3715,4849,1667,2097,WH-MUM-S05,10,kg,166,INR,True
OID00000532,SKU00532,Milky Mist Cream 2kg,Dairy,Milk,Fresh Milk,Milky Mist,3250,4854,1417,1707,WH-HYD-S03,6,packet,418,INR,True
OID00000533,SKU00533,Aashirvaad Basmati Rice 2kg,Rice & Staples,Rice,Staples,Aashirvaad,2698,4122,928,1277,WH-HYD-S03,9,kg,150,INR,True
OID00000534,SKU00534,Harvest Brown Bread 200g,Bakery,Bread,Bakery,Harvest,1195,3989,435,1823,WH-CHE-S04,10,packet,172,INR,True
OID00000535,SKU00535,Haldiram Namkeen 500g,Snacks,Chips,Packaged Snacks,Haldiram,5011,6870,2249,3073,WH-MUM-S05,10,packet,264,INR,True
OID00000536,SKU00536,24 Mantra Moong Dal 100g,Pulses,Dal,Staples,24 Mantra,5292,3055,1569,2263,WH-CBE-S01,1,kg,179,INR,True
OID00000537,SKU00537,FarmPick Carrot 100g,Fresh Produce,Vegetables,Vegetables,FarmPick,6850,5199,2555,3504,WH-HYD-S03,6,kg,163,INR,True
OID00000538,SKU00538,Britannia Croissant 2kg,Bakery,Bread,Bakery,Britannia,5952,3321,1823,2061,WH-MUM-S05,9,packet,190,INR,True
OID00000539,SKU00539,FarmPick Cabbage 100g,Fresh Produce,Vegetables,Vegetables,FarmPick,3096,4807,1019,2284,WH-BLR-S02,4,kg,104,INR,True
OID00000540,SKU00540,24 Mantra Toor Dal 1L,Pulses,Dal,Staples,24 Mantra,5589,4535,1548,1966,WH-MUM-S05,6,kg,178,INR,True
OID00000541,SKU00541,Aashirvaad Basmati Rice Family Pack,Rice & Staples,Rice,Staples,Aashirvaad,4568,4195,1415,2903,WH-MUM-S05,1,kg,98,INR,True
OID00000542,SKU00542,Haldiram Banana Chips 500ml,Snacks,Chips,Packaged Snacks,Haldiram,1523,2018,466,629,WH-MUM-S05,3,packet,302,INR,True
OID00000543,SKU00543,Aavin Cheese 500ml,Dairy,Milk,Fresh Milk,Aavin,6077,3837,2561,2725,WH-CBE-S01,8,packet,273,INR,True
OID00000544,SKU00544,Real Tea Powder 100g,Beverages,Soft Drinks,Cold Beverages,Real,2776,4872,791,1657,WH-BLR-S02,2,bottle,247,INR,True
OID00000545,SKU00545,Organic Tattva Moong Dal Family Pack,Pulses,Dal,Staples,Organic Tattva,1858,4680,590,1680,WH-HYD-S03,6,kg,96,INR,True
OID00000546,SKU00546,FarmPick Onion Family Pack,Fresh Produce,Vegetables,Vegetables,FarmPick,1980,3408,781,1821,WH-CBE-S01,1,kg,99,INR,True
OID00000547,SKU00547,Lizol Dishwash Liquid 2kg,Home Care,Cleaning,Household,Lizol,4124,4207,1764,2075,WH-CBE-S01,10,bottle,379,INR,True
OID00000548,SKU00548,Modern Croissant 1L,Bakery,Bread,Bakery,Modern,1877,3073,576,1766,WH-CBE-S01,5,packet,101,INR,True
OID00000549,SKU00549,Fresh Farm Spinach 250ml,Fresh Produce,Vegetables,Vegetables,Fresh Farm,4884,4468,1723,2246,WH-MUM-S05,6,kg,89,INR,True
OID00000550,SKU00550,Real Lemon Soda 1L,Beverages,Soft Drinks,Cold Beverages,Real,883,3282,275,1068,WH-CBE-S01,3,bottle,34,INR,True
OID00000551,SKU00551,Fresh Farm Papaya Premium,Fresh Produce,Fruits,Fresh Fruits,Fresh Farm,740,1832,197,1099,WH-MUM-S05,8,kg,222,INR,True
OID00000552,SKU00552,Harvest White Bread 200g,Bakery,Bread,Bakery,Harvest,6491,4416,2615,3877,WH-CHE-S04,2,packet,258,INR,True
OID00000553,SKU00553,24 Mantra Moong Dal 250ml,Pulses,Dal,Staples,24 Mantra,2133,3013,594,1957,WH-CHE-S04,3,kg,239,INR,True
OID00000554,SKU00554,Haldiram Popcorn 250ml,Snacks,Chips,Packaged Snacks,Haldiram,4293,2634,1099,2172,WH-CHE-S04,8,packet,97,INR,True
OID00000555,SKU00555,Balaji Protein Bar 200g,Snacks,Chips,Packaged Snacks,Balaji,1343,4750,472,1402,WH-HYD-S03,9,packet,342,INR,True
OID00000556,SKU00556,Tata Tea Coffee Family Pack,Beverages,Soft Drinks,Cold Beverages,Tata Tea,5137,4078,1709,3080,WH-BLR-S02,8,bottle,216,INR,True
OID00000557,SKU00557,Harvest Muffin 250ml,Bakery,Bread,Bakery,Harvest,6725,7484,2999,4260,WH-MUM-S05,4,packet,113,INR,True
OID00000558,SKU00558,FarmPick Spinach 250ml,Fresh Produce,Vegetables,Vegetables,FarmPick,4286,4385,1169,2489,WH-MUM-S05,2,kg,133,INR,True
OID00000559,SKU00559,India Gate Jeera Rice 500ml,Rice & Staples,Rice,Staples,India Gate,1190,4940,460,1781,WH-HYD-S03,8,kg,210,INR,True
OID00000560,SKU00560,Fresh Farm Onion 100g,Fresh Produce,Vegetables,Vegetables,Fresh Farm,5057,6896,2177,3579,WH-BLR-S02,3,kg,135,INR,True
OID00000561,SKU00561,Aashirvaad Jeera Rice 250ml,Rice & Staples,Rice,Staples,Aashirvaad,3963,6233,1145,2640,WH-HYD-S03,10,kg,248,INR,True
OID00000562,SKU00562,Nescafe Iced Tea 500ml,Beverages,Soft Drinks,Cold Beverages,Nescafe,1031,3819,377,1729,WH-BLR-S02,5,bottle,51,INR,True
OID00000563,SKU00563,Dove Bath Soap 2kg,Personal Care,Bath & Body,Personal Care,Dove,6061,3478,2194,3029,WH-CBE-S01,4,piece,472,INR,True
OID00000564,SKU00564,Aashirvaad Sona Masoori Family Pack,Rice & Staples,Rice,Staples,Aashirvaad,6130,4664,2001,2882,WH-BLR-S02,3,kg,166,INR,True
OID00000565,SKU00565,Colgate Hand Wash 500g,Personal Care,Bath & Body,Personal Care,Colgate,3717,3029,1043,2515,WH-CBE-S01,2,piece,46,INR,True
OID00000566,SKU00566,Organic Tattva Chana Dal 500ml,Pulses,Dal,Staples,Organic Tattva,1412,5092,376,1791,WH-CHE-S04,10,kg,168,INR,True
OID00000567,SKU00567,Organic Tattva Chana Dal 1kg,Pulses,Dal,Staples,Organic Tattva,4822,4338,1996,2883,WH-BLR-S02,7,kg,214,INR,False
OID00000568,SKU00568,Organic Tattva Moong Dal Family Pack,Pulses,Dal,Staples,Organic Tattva,6133,6884,2148,3089,WH-MUM-S05,6,kg,68,INR,True
OID00000569,SKU00569,Ariel Air Freshener 200g,Home Care,Cleaning,Household,Ariel,3319,5929,904,1990,WH-BLR-S02,9,bottle,346,INR,True
OID00000570,SKU00570,FarmPick Spinach 200g,Fresh Produce,Vegetables,Vegetables,FarmPick,1024,4734,306,1697,WH-MUM-S05,10,kg,99,INR,True
OID00000571,SKU00571,Balaji Potato Chips 250ml,Snacks,Chips,Packaged Snacks,Balaji,4140,4820,1410,2470,WH-CHE-S04,6,packet,160,INR,True
OID00000572,SKU00572,Nature Fresh Kiwi 100g,Fresh Produce,Fruits,Fresh Fruits,Nature Fresh,6439,4321,2001,3255,WH-CHE-S04,10,kg,126,INR,True
OID00000573,SKU00573,Coca-Cola Fruit Juice 2kg,Beverages,Soft Drinks,Cold Beverages,Coca-Cola,4271,2587,1138,2273,WH-HYD-S03,3,bottle,335,INR,True
OID00000574,SKU00574,Coca-Cola Orange Soda 500g,Beverages,Soft Drinks,Cold Beverages,Coca-Cola,5246,5831,1494,2805,WH-CHE-S04,6,bottle,433,INR,True
OID00000575,SKU00575,Modern Buns 200g,Bakery,Bread,Bakery,Modern,6848,4005,2434,2601,WH-BLR-S02,10,packet,103,INR,True
OID00000576,SKU00576,Daawat Ponni Rice 1kg,Rice & Staples,Rice,Staples,Daawat,5712,4020,1930,3335,WH-MUM-S05,6,kg,58,INR,True
OID00000577,SKU00577,Fresh Farm Onion Family Pack,Fresh Produce,Vegetables,Vegetables,Fresh Farm,4101,4019,1352,2069,WH-BLR-S02,7,kg,119,INR,True
OID00000578,SKU00578,Milky Mist Milk 250ml,Dairy,Milk,Fresh Milk,Milky Mist,2665,3743,1160,2179,WH-MUM-S05,1,packet,129,INR,True
OID00000579,SKU00579,Parle Protein Bar 2kg,Snacks,Chips,Packaged Snacks,Parle,5641,4271,2378,3164,WH-CBE-S01,5,packet,345,INR,True
OID00000580,SKU00580,Organic Tattva Moong Dal 250ml,Pulses,Dal,Staples,Organic Tattva,6315,5055,2427,2926,WH-BLR-S02,6,kg,200,INR,False
OID00000581,SKU00581,Fresh Farm Apple 1L,Fresh Produce,Fruits,Fresh Fruits,Fresh Farm,3668,4107,988,1300,WH-HYD-S03,4,kg,185,INR,True
OID00000582,SKU00582,Fresh Farm Kiwi 1kg,Fresh Produce,Fruits,Fresh Fruits,Fresh Farm,1053,4280,275,1591,WH-MUM-S05,2,kg,101,INR,True
OID00000583,SKU00583,Harpic Detergent 500g,Home Care,Cleaning,Household,Harpic,5677,6030,2286,3712,WH-CBE-S01,3,bottle,319,INR,True
OID00000584,SKU00584,FarmPick Brinjal 250ml,Fresh Produce,Vegetables,Vegetables,FarmPick,2564,5655,1035,2502,WH-HYD-S03,3,kg,38,INR,True
OID00000585,SKU00585,FarmPick Papaya 2kg,Fresh Produce,Fruits,Fresh Fruits,FarmPick,3025,5900,1358,1986,WH-BLR-S02,8,kg,75,INR,True
OID00000586,SKU00586,Harvest Muffin Family Pack,Bakery,Bread,Bakery,Harvest,1761,1578,667,989,WH-CHE-S04,4,packet,79,INR,True
OID00000587,SKU00587,Pepsi Cola 1L,Beverages,Soft Drinks,Cold Beverages,Pepsi,897,4032,236,849,WH-CBE-S01,8,bottle,96,INR,True
OID00000588,SKU00588,Fresh Farm Papaya 500ml,Fresh Produce,Fruits,Fresh Fruits,Fresh Farm,2482,5175,695,1470,WH-MUM-S05,1,kg,303,INR,True
OID00000589,SKU00589,24 Mantra Chana Dal 1kg,Pulses,Dal,Staples,24 Mantra,3608,3966,1511,1754,WH-CBE-S01,7,kg,236,INR,True
OID00000590,SKU00590,Aashirvaad Masoor Dal 2kg,Pulses,Dal,Staples,Aashirvaad,4685,4247,2047,2882,WH-CHE-S04,1,kg,221,INR,True
OID00000591,SKU00591,Green Basket Okra 2kg,Fresh Produce,Vegetables,Vegetables,Green Basket,3085,4975,820,1861,WH-BLR-S02,3,kg,161,INR,False
OID00000592,SKU00592,Aashirvaad Ponni Rice 250ml,Rice & Staples,Rice,Staples,Aashirvaad,2748,3970,1069,1387,WH-CHE-S04,2,kg,206,INR,True
OID00000593,SKU00593,Britannia Brown Bread 1L,Bakery,Bread,Bakery,Britannia,1881,2769,479,1793,WH-CHE-S04,2,packet,182,INR,True
OID00000594,SKU00594,Aashirvaad Toor Dal 200g,Pulses,Dal,Staples,Aashirvaad,3079,2651,804,991,WH-BLR-S02,9,kg,177,INR,True
OID00000595,SKU00595,Lux Toothpaste 100g,Personal Care,Bath & Body,Personal Care,Lux,890,2620,229,618,WH-CHE-S04,10,piece,76,INR,True
OID00000596,SKU00596,Aavin Paneer 200g,Dairy,Milk,Fresh Milk,Aavin,5482,5515,1425,2154,WH-CHE-S04,10,packet,204,INR,True
OID00000597,SKU00597,Fresh Farm Potato 200g,Fresh Produce,Vegetables,Vegetables,Fresh Farm,4372,3876,1613,2973,WH-BLR-S02,7,kg,106,INR,True
OID00000598,SKU00598,Daawat Basmati Rice 1kg,Rice & Staples,Rice,Staples,Daawat,5904,3854,2156,2537,WH-CBE-S01,10,kg,89,INR,True
OID00000599,SKU00599,Green Basket Onion 500g,Fresh Produce,Vegetables,Vegetables,Green Basket,6505,5289,2166,3023,WH-CHE-S04,4,kg,168,INR,False
OID00000600,SKU00600,FarmPick Spinach 1L,Fresh Produce,Vegetables,Vegetables,FarmPick,3381,5105,1371,1503,WH-CBE-S01,1,kg,21,INR,True
OID00000601,SKU00601,FarmPick Spinach 500g,Fresh Produce,Vegetables,Vegetables,FarmPick,2624,4783,874,1948,WH-BLR-S02,3,kg,89,INR,True
OID00000602,SKU00602,India Gate Ponni Rice 1L,Rice & Staples,Rice,Staples,India Gate,5301,4116,2058,3379,WH-MUM-S05,2,kg,205,INR,True
OID00000603,SKU00603,Bru Coffee Family Pack,Beverages,Soft Drinks,Cold Beverages,Bru,337,1095,121,614,WH-CBE-S01,10,bottle,205,INR,True
OID00000604,SKU00604,Closeup Toothpaste 2kg,Personal Care,Bath & Body,Personal Care,Closeup,4102,3959,1657,3107,WH-CBE-S01,4,piece,145,INR,True
OID00000605,SKU00605,24 Mantra Moong Dal 250ml,Pulses,Dal,Staples,24 Mantra,1608,1026,617,805,WH-HYD-S03,4,kg,171,INR,True
OID00000606,SKU00606,Ariel Floor Cleaner 500g,Home Care,Cleaning,Household,Ariel,1155,2379,459,1659,WH-CBE-S01,8,bottle,587,INR,True
OID00000607,SKU00607,Harvest Garlic Bread 250ml,Bakery,Bread,Bakery,Harvest,5155,3658,1886,2844,WH-BLR-S02,2,packet,191,INR,True
OID00000608,SKU00608,Harvest Muffin 1L,Bakery,Bread,Bakery,Harvest,1938,1482,630,1181,WH-MUM-S05,8,packet,52,INR,True
OID00000609,SKU00609,Amul Cream 1L,Dairy,Milk,Fresh Milk,Amul,4027,2572,1150,2014,WH-BLR-S02,6,packet,306,INR,True
OID00000610,SKU00610,Aavin Cream 1L,Dairy,Milk,Fresh Milk,Aavin,788,4056,241,568,WH-CHE-S04,7,packet,205,INR,True
OID00000611,SKU00611,Modern Buns 500g,Bakery,Bread,Bakery,Modern,6767,7828,2767,4119,WH-MUM-S05,9,packet,142,INR,True
OID00000612,SKU00612,Colgate Toothpaste 100g,Personal Care,Bath & Body,Personal Care,Colgate,5146,3963,1773,2820,WH-CHE-S04,4,piece,283,INR,True
OID00000613,SKU00613,Harpic Fabric Conditioner 100g,Home Care,Cleaning,Household,Harpic,1520,2478,657,767,WH-CBE-S01,8,bottle,576,INR,False
OID00000614,SKU00614,Colgate Face Cream 1L,Personal Care,Bath & Body,Personal Care,Colgate,6933,4992,2839,3139,WH-BLR-S02,2,piece,601,INR,True
OID00000615,SKU00615,India Gate Ponni Rice 100g,Rice & Staples,Rice,Staples,India Gate,3236,2797,1000,2426,WH-CHE-S04,5,kg,86,INR,True
OID00000616,SKU00616,Vim Floor Cleaner 500ml,Home Care,Cleaning,Household,Vim,4026,5342,1379,1762,WH-BLR-S02,6,bottle,535,INR,True
OID00000617,SKU00617,Nature Fresh Banana 100g,Fresh Produce,Fruits,Fresh Fruits,Nature Fresh,3452,4434,1479,2260,WH-HYD-S03,7,kg,178,INR,True
OID00000618,SKU00618,Vim Fabric Conditioner 250ml,Home Care,Cleaning,Household,Vim,6808,4790,1984,2249,WH-CBE-S01,9,bottle,432,INR,True
OID00000619,SKU00619,Green Basket Cabbage 500g,Fresh Produce,Vegetables,Vegetables,Green Basket,4112,3885,1537,2385,WH-MUM-S05,2,kg,163,INR,True
OID00000620,SKU00620,Britannia Cake Premium,Bakery,Bread,Bakery,Britannia,2254,4194,806,2235,WH-BLR-S02,4,packet,189,INR,True
OID00000621,SKU00621,Nescafe Fruit Juice 1L,Beverages,Soft Drinks,Cold Beverages,Nescafe,746,2855,195,1002,WH-MUM-S05,9,bottle,444,INR,True
OID00000622,SKU00622,Himalaya Body Lotion 200g,Personal Care,Bath & Body,Personal Care,Himalaya,4002,6847,1497,2975,WH-BLR-S02,8,piece,119,INR,True
OID00000623,SKU00623,Heritage Curd 500g,Dairy,Milk,Fresh Milk,Heritage,1195,3522,338,667,WH-CHE-S04,3,packet,239,INR,True
OID00000624,SKU00624,FarmPick Papaya 250ml,Fresh Produce,Fruits,Fresh Fruits,FarmPick,5890,4421,2110,2480,WH-CHE-S04,8,kg,50,INR,True
OID00000625,SKU00625,Fresh Farm Carrot 250ml,Fresh Produce,Vegetables,Vegetables,Fresh Farm,4556,5039,1726,2669,WH-HYD-S03,8,kg,171,INR,True
OID00000626,SKU00626,Mamaearth Face Cream 2kg,Personal Care,Bath & Body,Personal Care,Mamaearth,4051,5308,1259,1629,WH-BLR-S02,5,piece,262,INR,True
OID00000627,SKU00627,Coca-Cola Lemon Soda 500g,Beverages,Soft Drinks,Cold Beverages,Coca-Cola,3192,3952,979,1419,WH-MUM-S05,5,bottle,113,INR,True
OID00000628,SKU00628,Amul Butter 500g,Dairy,Milk,Fresh Milk,Amul,1257,3425,324,1072,WH-CHE-S04,5,packet,408,INR,True
OID00000629,SKU00629,Himalaya Bath Soap 250ml,Personal Care,Bath & Body,Personal Care,Himalaya,5752,3211,1802,2606,WH-CHE-S04,9,piece,196,INR,True
OID00000630,SKU00630,Fresh Farm Cauliflower 250ml,Fresh Produce,Vegetables,Vegetables,Fresh Farm,4391,6610,1772,2810,WH-BLR-S02,1,kg,159,INR,True
OID00000631,SKU00631,Haldiram Popcorn 500g,Snacks,Chips,Packaged Snacks,Haldiram,2674,5192,1187,2461,WH-MUM-S05,8,packet,183,INR,True
OID00000632,SKU00632,Aashirvaad Moong Dal 500ml,Pulses,Dal,Staples,Aashirvaad,5854,2939,2108,2838,WH-MUM-S05,4,kg,174,INR,True
OID00000633,SKU00633,Lays Protein Bar 2kg,Snacks,Chips,Packaged Snacks,Lays,5553,3691,1604,2782,WH-BLR-S02,1,packet,52,INR,True
OID00000634,SKU00634,Organic Tattva Toor Dal Premium,Pulses,Dal,Staples,Organic Tattva,4492,3882,1477,2581,WH-MUM-S05,9,kg,74,INR,True
OID00000635,SKU00635,Parle Nachos 250ml,Snacks,Chips,Packaged Snacks,Parle,6165,5031,2593,3450,WH-CBE-S01,5,packet,186,INR,True
OID00000636,SKU00636,Organic Tattva Toor Dal 500ml,Pulses,Dal,Staples,Organic Tattva,2066,4863,817,1826,WH-CHE-S04,5,kg,101,INR,True
OID00000637,SKU00637,Aashirvaad Idli Rice 500g,Rice & Staples,Rice,Staples,Aashirvaad,1443,2277,601,1925,WH-BLR-S02,5,kg,166,INR,True
OID00000638,SKU00638,Pears Shampoo 500ml,Personal Care,Bath & Body,Personal Care,Pears,5138,2369,2061,2342,WH-HYD-S03,7,piece,209,INR,True
OID00000639,SKU00639,Harpic Toilet Cleaner 1L,Home Care,Cleaning,Household,Harpic,1823,3719,759,1451,WH-CBE-S01,5,bottle,659,INR,True
OID00000640,SKU00640,Himalaya Face Cream 2kg,Personal Care,Bath & Body,Personal Care,Himalaya,2139,1281,546,651,WH-HYD-S03,8,piece,157,INR,True
OID00000641,SKU00641,Nescafe Lemon Soda 100g,Beverages,Soft Drinks,Cold Beverages,Nescafe,4329,4289,1867,3287,WH-CBE-S01,5,bottle,272,INR,True
OID00000642,SKU00642,FarmPick Cabbage 2kg,Fresh Produce,Vegetables,Vegetables,FarmPick,5060,6300,1751,2744,WH-CHE-S04,2,kg,115,INR,True
OID00000643,SKU00643,Lizol Dishwash Liquid 1L,Home Care,Cleaning,Household,Lizol,1634,2306,598,997,WH-BLR-S02,6,bottle,227,INR,True
OID00000644,SKU00644,Parle Cookies 200g,Snacks,Chips,Packaged Snacks,Parle,699,4016,215,1399,WH-MUM-S05,4,packet,331,INR,True
OID00000645,SKU00645,FarmPick Onion 2kg,Fresh Produce,Vegetables,Vegetables,FarmPick,4754,5628,1495,2242,WH-HYD-S03,6,kg,44,INR,True
OID00000646,SKU00646,Bingo Potato Chips 1L,Snacks,Chips,Packaged Snacks,Bingo,1421,4554,502,1365,WH-CHE-S04,6,packet,93,INR,True
OID00000647,SKU00647,Amul Butter Family Pack,Dairy,Milk,Fresh Milk,Amul,6813,7105,2925,4281,WH-MUM-S05,9,packet,146,INR,True
OID00000648,SKU00648,Fresh Farm Onion 250ml,Fresh Produce,Vegetables,Vegetables,Fresh Farm,442,3720,152,890,WH-BLR-S02,8,kg,172,INR,True
OID00000649,SKU00649,Bingo Mixture 500g,Snacks,Chips,Packaged Snacks,Bingo,535,1465,213,555,WH-BLR-S02,4,packet,167,INR,True
OID00000650,SKU00650,Aavin Ghee 100g,Dairy,Milk,Fresh Milk,Aavin,5959,3045,2399,2727,WH-CHE-S04,7,packet,73,INR,True
OID00000651,SKU00651,Nature Fresh Watermelon 2kg,Fresh Produce,Fruits,Fresh Fruits,Nature Fresh,5159,5414,1350,1693,WH-CBE-S01,2,kg,194,INR,True
OID00000652,SKU00652,Fresh Farm Spinach 250ml,Fresh Produce,Vegetables,Vegetables,Fresh Farm,1982,1993,728,1237,WH-CBE-S01,2,kg,57,INR,True
OID00000653,SKU00653,Bru Iced Tea Family Pack,Beverages,Soft Drinks,Cold Beverages,Bru,1615,3024,679,2034,WH-MUM-S05,2,bottle,70,INR,True
OID00000654,SKU00654,Nature Fresh Mango Family Pack,Fresh Produce,Fruits,Fresh Fruits,Nature Fresh,6163,3156,1776,2453,WH-CBE-S01,2,kg,149,INR,True
OID00000655,SKU00655,24 Mantra Masoor Dal 250ml,Pulses,Dal,Staples,24 Mantra,1816,1672,613,932,WH-CHE-S04,7,kg,114,INR,True
OID00000656,SKU00656,India Gate Sona Masoori 1L,Rice & Staples,Rice,Staples,India Gate,1312,2170,450,1614,WH-HYD-S03,5,kg,187,INR,True
OID00000657,SKU00657,Green Basket Brinjal 2kg,Fresh Produce,Vegetables,Vegetables,Green Basket,1247,3901,407,1442,WH-CHE-S04,4,kg,161,INR,True
OID00000658,SKU00658,India Gate Basmati Rice 500g,Rice & Staples,Rice,Staples,India Gate,6873,5367,2372,3862,WH-CBE-S01,8,kg,217,INR,True
OID00000659,SKU00659,Organic Tattva Toor Dal Premium,Pulses,Dal,Staples,Organic Tattva,1276,4121,355,1275,WH-CBE-S01,3,kg,76,INR,True
OID00000660,SKU00660,Modern Croissant 1kg,Bakery,Bread,Bakery,Modern,5173,3595,2166,3093,WH-CHE-S04,8,packet,167,INR,True
OID00000661,SKU00661,Vim Dishwash Liquid 500ml,Home Care,Cleaning,Household,Vim,6495,7930,2649,4067,WH-HYD-S03,8,bottle,677,INR,True
OID00000662,SKU00662,Organic Tattva Urad Dal 2kg,Pulses,Dal,Staples,Organic Tattva,1507,1429,608,929,WH-CHE-S04,8,kg,119,INR,True
OID00000663,SKU00663,Aavin Curd 100g,Dairy,Milk,Fresh Milk,Aavin,6344,3932,1653,1892,WH-BLR-S02,7,packet,649,INR,True
